date,day,plant_system,ave_ph,ave_do,ave_tds,ave_temp,ave_humidity,plant_no,height,length,weight,leaves,branches
2026-02-06,Friday,DWC,5.79770833333333,3.69833333333333,399.145833333333,23.085,63.29375,1,24.0,50.9,11,93,9
2026-02-07,Saturday,DWC,5.80479166666667,3.64708333333333,408.729166666667,23.255625,62.9891666666667,1,24.2,51.2,12,95,9
2026-02-09,Monday,DWC,5.85458333333333,3.64645833333333,432.1875,23.21125,63.5139583333333,1,24.6,51.8,12,98,12
2026-02-10,Tuesday,DWC,5.869375,3.69666666666667,445.8125,23.1675,63.1125,1,24.9,52.1,11,98,14
2026-02-11,Wednesday,DWC,5.87833333333333,3.655625,445.270833333333,23.308125,63.3754166666667,1,25.1,52.4,12,106,11
2026-02-12,Thursday,DWC,5.88229166666667,3.75395833333333,468.625,23.2522916666667,63.6689583333333,1,25.5,52.8,14,102,12
2026-02-13,Friday,DWC,5.90458333333333,3.72416666666667,472.583333333333,23.140625,63.1516666666667,1,25.9,53.2,14,109,14
2026-02-14,Saturday,DWC,5.92645833333333,3.58604166666667,482.5,23.159375,63.0245833333333,1,26.0,53.3,13,111,15
2026-02-16,Monday,DWC,5.89416666666667,3.70041666666667,502.854166666667,23.1422916666667,62.8141666666667,1,26.8,54.2,18,128,18
2026-02-18,Wednesday,DWC,5.96208333333333,3.72375,523.020833333333,23.314375,63.4635416666667,1,27.3,54.8,21,113,24
2026-02-19,Thursday,DWC,5.945625,3.76104166666667,536.645833333333,23.1366666666667,63.0097916666667,1,27.5,55.1,21,127,29
2026-02-20,Friday,DWC,5.96354166666667,3.69895833333333,540.229166666667,23.153125,63.3622916666667,1,27.8,55.5,21,154,28
2026-02-21,Saturday,DWC,6.005,3.77,559.333333333333,23.191875,63.635,1,28.3,56.0,22,169,31
2026-02-23,Monday,DWC,6.030625,3.689375,578.125,23.334375,63.1227083333333,1,29.1,57.3,23,166,28
2026-02-24,Tuesday,DWC,6.03625,3.77083333333333,584.6875,23.1785416666667,63.379375,1,29.5,57.7,24,193,39
